"Date";"Date_UTC";"PoolName";"Currency";"Rate";"Balance";"Paid";"Earnings";"Value";"Balance_Sat";"Paid_Sat";"Earnings_Sat";"Value_Sat"
"18/09/2019 14:24:59";"18/09/2019 7:24:59";"CryptoKnight";"GRFT";"10013131,3371414";"2,459492122";"0";"0,8933378684";"0,0541908164";"25";"0";"9";"1"
"18/09/2019 14:59:45";"18/09/2019 7:59:45";"FairPool";"WOW";"0";"1,810533780829";"3,189635132018";"0,068518360312";"0,003332271979";"0";"0";"0";"0"
"18/09/2019 14:59:45";"18/09/2019 7:59:45";"NLpool";"LTC";"133,55592654424";"0,00185543";"0";"0,03202558";"0,00000006";"1389";"0";"23979";"0"
"18/09/2019 14:59:45";"18/09/2019 7:59:45";"ZergPool";"BTC";"1";"0,00023496";"0,00000000";"0,00002504";"0,00000001";"23496";"0";"2504";"1"
"18/09/2019 15:30:08";"18/09/2019 8:30:08";"FairPool";"WOW";"0";"1,814496142144";"3,189635132018";"0,072480721627";"0,003962361315";"0";"0";"0";"0"
"18/09/2019 15:30:08";"18/09/2019 8:30:08";"ZergPool";"LTC";"133,815067576609";"0,00128216";"0,00000000";"0,00001689";"0,00000035";"958";"0";"13";"0"
"18/09/2019 16:40:07";"18/09/2019 9:40:07";"MinerRocks";"TUBE";"884372,742994082";"4,29467281";"258,9624";"12,64032894";"0,00882957";"486";"29282";"1429";"1"
"18/09/2019 16:40:07";"18/09/2019 9:40:07";"NLpool";"LTC";"134,725496800269";"0,00185550";"0";"0,03202565";"0,00000007";"1377";"0";"23771";"0"
"18/09/2019 16:40:07";"18/09/2019 9:40:07";"ZergPool";"BTC";"1";"0,00023497";"0,00000000";"0,00002505";"0,00000001";"23497";"0";"2505";"1"
"18/09/2019 16:40:07";"18/09/2019 9:40:07";"ZergPool";"LTC";"134,725496800269";"0,00128354";"0,00000000";"0,00001827";"0,00000138";"953";"0";"14";"1"
"18/09/2019 17:10:57";"18/09/2019 10:10:57";"FairPool";"WOW";"0";"1,814516822965";"3,189635132018";"0,072501402448";"0,000020680821";"0";"0";"0";"0"
"18/09/2019 17:10:57";"18/09/2019 10:10:57";"MinerRocks";"TUBE";"884372,742994082";"4,36634951";"258,9624";"12,71200564";"0,07167670";"494";"29282";"1437";"8"
"18/09/2019 17:10:57";"18/09/2019 10:10:57";"ZergPool";"BTC";"1";"0,00023498";"0,00000000";"0,00002506";"0,00000001";"23498";"0";"2506";"1"
"18/09/2019 17:10:57";"18/09/2019 10:10:57";"ZergPool";"LTC";"134,553283100108";"0,00128361";"0,00000000";"0,00001834";"0,00000007";"954";"0";"14";"0"
"18/09/2019 17:41:37";"18/09/2019 10:41:37";"HashVault";"LTHN";"25289811,1153517";"15,85859518";"25921,39600036";"15,85759656";"1,30302099";"63";"102497";"63";"5"
"18/09/2019 17:41:37";"18/09/2019 10:41:37";"MinerRocks";"TUBE";"884372,742994082";"4,81247330";"258,9624";"13,15812943";"0,44612379";"544";"29282";"1488";"50"
"18/09/2019 17:41:37";"18/09/2019 10:41:37";"NLpool";"LTC";"134,318334452653";"0,00186097";"0";"0,03203112";"0,00000547";"1385";"0";"23847";"4"
"18/09/2019 17:41:37";"18/09/2019 10:41:37";"ZergPool";"BTC";"1";"0,00023500";"0,00000000";"0,00002508";"0,00000002";"23500";"0";"2508";"2"
"18/09/2019 17:41:37";"18/09/2019 10:41:37";"ZergPool";"LTC";"134,318334452653";"0,00128380";"0,00000000";"0,00001853";"0,00000019";"956";"0";"14";"0"
"18/09/2019 18:11:37";"18/09/2019 11:11:37";"HashVault";"LTHN";"25289811,1153517";"26,99426697";"25921,39600036";"26,99326835";"11,13567179";"107";"102497";"107";"44"
"18/09/2019 18:11:37";"18/09/2019 11:11:37";"MinerRocks";"TUBE";"884372,742994082";"5,56664746";"258,9624";"13,91230359";"0,75417416";"629";"29282";"1573";"85"
"18/09/2019 18:11:37";"18/09/2019 11:11:37";"MiningRigRentals";"BTC";"1";"0,00156483";"0";"0,00023561";"0,00002758";"156483";"0";"23561";"2758"
"18/09/2019 18:11:37";"18/09/2019 11:11:37";"NLpool";"LTC";"134,138162307176";"0,00185872";"0";"0,03388984";"0,00185872";"1386";"0";"25265";"1386"
"18/09/2019 18:11:37";"18/09/2019 11:11:37";"ZergPool";"BTC";"1";"0,00023501";"0,00000000";"0,00002509";"0,00000001";"23501";"0";"2509";"1"
"18/09/2019 18:11:37";"18/09/2019 11:11:37";"ZergPool";"LTC";"134,138162307176";"0,00129578";"0,00000000";"0,00003051";"0,00001198";"966";"0";"23";"9"
"18/09/2019 18:42:38";"18/09/2019 11:42:38";"HashVault";"LTHN";"25246976,7977832";"37,7772674";"25921,39600036";"37,77626878";"10,78300043";"150";"102671";"150";"43"
"18/09/2019 18:42:38";"18/09/2019 11:42:38";"MinerRocks";"TUBE";"884168,026234623";"5,99992001";"258,9624";"14,34557614";"0,43327255";"679";"29289";"1622";"49"
"18/09/2019 18:42:38";"18/09/2019 11:42:38";"ZergPool";"LTC";"134,390538906061";"0,00129581";"0,00000000";"0,00003054";"0,00000003";"964";"0";"23";"0"
"18/09/2019 19:13:30";"18/09/2019 12:13:30";"HashVault";"LTHN";"25246976,7977832";"38,93063685";"25921,39600036";"38,92963823";"1,15336945";"154";"102671";"154";"5"
"18/09/2019 19:13:30";"18/09/2019 12:13:30";"MinerRocks";"TUBE";"858044,005414792";"6,10758605";"258,9624";"14,45324218";"0,10766604";"712";"30181";"1684";"13"
"18/09/2019 19:13:30";"18/09/2019 12:13:30";"NLpool";"LTC";"135,144266504494";"0,00185671";"0";"0,03574655";"0,00185671";"1374";"0";"26451";"1374"
"18/09/2019 19:13:30";"18/09/2019 12:13:30";"ZergPool";"BTC";"1";"0,00023502";"0,00000000";"0,00002510";"0,00000001";"23502";"0";"2510";"1"
"18/09/2019 19:43:35";"18/09/2019 12:43:35";"NLpool";"LTC";"134,916351861846";"0,00185597";"0";"0,03760252";"0,00185597";"1376";"0";"27871";"1376"
"18/09/2019 19:43:35";"18/09/2019 12:43:35";"ZergPool";"LTC";"134,916351861846";"0,00129828";"0,00000000";"0,00003301";"0,00000247";"962";"0";"24";"2"
"18/09/2019 21:14:19";"18/09/2019 14:14:19";"NLpool";"LTC";"133,422281521014";"0,00185578";"0";"0,03945830";"0,00185578";"1391";"0";"29574";"1391"
"18/09/2019 21:14:19";"18/09/2019 14:14:19";"ZergPool";"LTC";"133,422281521014";"0,00130607";"0,00000000";"0,00004080";"0,00000779";"979";"0";"31";"6"
"18/09/2019 21:44:33";"18/09/2019 14:44:33";"MinerRocks";"RYO";"399304,380127629";"2,951051297";"296,49";"0,444802353";"0,029839205";"739";"74252";"111";"7"
"18/09/2019 21:44:33";"18/09/2019 14:44:33";"MinerRocks";"TUBE";"842149,50442203";"1,19648543";"263,9641";"14,54384156";"0,09059938";"142";"31344";"1727";"11"
"18/09/2019 21:44:33";"18/09/2019 14:44:33";"MinerRocks";"XHV";"79851,0043211026";"0,905430609873";"7,0007";"0,335128642721";"0,001249838763";"1134";"8767";"420";"2"
"18/09/2019 21:44:33";"18/09/2019 14:44:33";"NLpool";"LTC";"131,943528169943";"0,00185646";"0";"0,03945898";"0,00000068";"1407";"0";"29906";"1"
"18/09/2019 22:14:36";"18/09/2019 15:14:36";"HashVault";"TRTL";"309574920,283522";"1826,42";"6189";"7937,36";"34,63";"590";"1999";"2564";"11"
"18/09/2019 22:14:36";"18/09/2019 15:14:36";"HeroMiners";"UPX";"38687545,8000248";"457,34";"1076,7";"4,24";"4,24";"1182";"2783";"11";"11"
"18/09/2019 22:14:36";"18/09/2019 15:14:36";"MinerRocks";"RYO";"400526,035851938";"2,959115654";"296,49";"0,452866710";"0,008064357";"739";"74025";"113";"2"
"18/09/2019 22:14:36";"18/09/2019 15:14:36";"NLpool";"LTC";"131,285282919785";"0,00185640";"0";"0,04131538";"0,00185640";"1414";"0";"31470";"1414"
"18/09/2019 22:14:36";"18/09/2019 15:14:36";"ZergPool";"LTC";"131,285282919785";"0,00130740";"0,00000000";"0,00004213";"0,00000133";"996";"0";"32";"1"
"18/09/2019 22:45:35";"18/09/2019 15:45:35";"FairPool";"WOW";"0";"1,814524438268";"3,189635132018";"0,072509017751";"0,000007615303";"0";"0";"0";"0"
"18/09/2019 22:45:35";"18/09/2019 15:45:35";"HeroMiners";"UPX";"38687545,8000248";"471,39";"1076,7";"18,29";"14,05";"1218";"2783";"47";"36"
"18/09/2019 22:45:35";"18/09/2019 15:45:35";"MinerRocks";"TUBE";"835450,203065164";"1,22706523";"263,9641";"14,57442136";"0,03057980";"147";"31595";"1744";"4"
"18/09/2019 22:45:35";"18/09/2019 15:45:35";"MinerRocks";"XHV";"77012,97386587";"1,001523868793";"7,0007";"0,431221901641";"0,096093258920";"1300";"9090";"560";"125"
"18/09/2019 22:45:35";"18/09/2019 15:45:35";"NLpool";"LTC";"131,674237935348";"0,00185619";"0";"0,04317157";"0,00185619";"1410";"0";"32787";"1410"
"18/09/2019 22:45:35";"18/09/2019 15:45:35";"ZergPool";"BTC";"1";"0,00023504";"0,00000000";"0,00002512";"0,00000002";"23504";"0";"2512";"2"
"18/09/2019 23:16:10";"18/09/2019 16:16:10";"FairPool";"WOW";"0";"1,814596661396";"3,189635132018";"0,072581240879";"0,000072223128";"0";"0";"0";"0"
"18/09/2019 23:16:10";"18/09/2019 16:16:10";"HeroMiners";"LOKI";"42698,4967440462";"0,108251727";"0";"0,007962598";"0,000069617";"254";"0";"19";"0"
"18/09/2019 23:16:10";"18/09/2019 16:16:10";"MinerRocks";"XHV";"76898,3340973047";"1,060879245528";"7,0007";"0,490577278376";"0,059355376735";"1380";"9104";"638";"77"
"18/09/2019 23:16:10";"18/09/2019 16:16:10";"NLpool";"LTC";"132,213922126";"0,00185735";"0";"0,04317273";"0,00000116";"1405";"0";"32654";"1"
"18/09/2019 23:16:10";"18/09/2019 16:16:10";"ZergPool";"LTC";"132,213922126";"0,00131092";"0,00000000";"0,00004565";"0,00000352";"992";"0";"35";"3"
"18/09/2019 23:46:13";"18/09/2019 16:46:13";"CryptoKnight";"XTA";"905840,198651976";"0,000571170545";"135,641";"134,630391459841";"0,892942963814";"0";"14974";"14862";"99"
"18/09/2019 23:46:13";"18/09/2019 16:46:13";"FairPool";"WOW";"0";"1,814782967127";"3,189635132018";"0,072767546610";"0,000186305731";"0";"0";"0";"0"
"18/09/2019 23:46:13";"18/09/2019 16:46:13";"HeroMiners";"UPX";"38687545,8000248";"496,81";"1076,7";"43,71";"25,42";"1284";"2783";"113";"66"
"18/09/2019 23:46:13";"18/09/2019 16:46:13";"MinerRocks";"XHV";"77260,1671201109";"1,067869753370";"7,0007";"0,497567786218";"0,006990507842";"1382";"9061";"644";"9"
"18/09/2019 23:46:13";"18/09/2019 16:46:13";"NLpool";"LTC";"128,68356710848";"0,00185719";"0";"0,04502992";"0,00185719";"1443";"0";"34993";"1443"
"18/09/2019 23:46:13";"18/09/2019 16:46:13";"ZergPool";"BTC";"1";"0,00023509";"0,00000000";"0,00002517";"0,00000005";"23509";"0";"2517";"5"
"18/09/2019 23:46:13";"18/09/2019 16:46:13";"ZergPool";"LTC";"128,68356710848";"0,00131138";"0,00000000";"0,00004611";"0,00000046";"1019";"0";"36";"0"
"19/09/2019 0:16:14";"18/09/2019 17:16:14";"CryptoKnight";"XTA";"905840,198651976";"0,000317877006";"136,259";"135,248138166302";"0,617746706461";"0";"15042";"14931";"68"
"19/09/2019 0:16:14";"18/09/2019 17:16:14";"FairPool";"WOW";"0";"1,814915942541";"3,189635132018";"0,072900522024";"0,000132975414";"0";"0";"0";"0"
"19/09/2019 0:16:14";"18/09/2019 17:16:14";"HeroMiners";"UPX";"38687545,8000248";"529,96";"1076,7";"76,86";"33,15";"1370";"2783";"199";"86"
"19/09/2019 0:16:14";"18/09/2019 17:16:14";"MinerRocks";"AEON";"20853,7424845375";"0,001952498719";"0";"0,000003375238";"0,000003375238";"9";"0";"0";"0"
"19/09/2019 0:16:14";"18/09/2019 17:16:14";"NLpool";"LTC";"128,452151573539";"0,00185645";"0";"0,04688637";"0,00185645";"1445";"0";"36501";"1445"
"19/09/2019 0:16:14";"18/09/2019 17:16:14";"ZergPool";"LTC";"128,452151573539";"0,00131220";"0,00000000";"0,00004693";"0,00000082";"1022";"0";"37";"1"
"19/09/2019 0:46:21";"18/09/2019 17:46:21";"FairPool";"WOW";"0";"1,815204083143";"3,189635132018";"0,073188662626";"0,000288140602";"0";"0";"0";"0"
"19/09/2019 0:46:21";"18/09/2019 17:46:21";"HashVault";"TRTL";"306069013,263537";"1869,34";"6189";"7980,28";"42,92";"611";"2022";"2607";"14"
"19/09/2019 0:46:21";"18/09/2019 17:46:21";"HeroMiners";"UPX";"38687545,8000248";"559,33";"1076,7";"106,23";"29,37";"1446";"2783";"275";"76"
"19/09/2019 0:46:21";"18/09/2019 17:46:21";"HeroMiners";"XCASH";"191671443,343194";"2680,946783";"71560,661";"7874,532303";"20,161894";"1399";"37335";"4108";"11"
"19/09/2019 0:46:21";"18/09/2019 17:46:21";"MinerRocks";"AEON";"20853,7424845375";"0,001958562144";"0";"0,000009438663";"0,000006063425";"9";"0";"0";"0"
"19/09/2019 0:46:21";"18/09/2019 17:46:21";"NLpool";"LTC";"127,959053103007";"0,00185630";"0";"0,04874267";"0,00185630";"1451";"0";"38092";"1451"
"19/09/2019 0:46:21";"18/09/2019 17:46:21";"ZergPool";"BTC";"1";"0,00023510";"0,00000000";"0,00002518";"0,00000001";"23510";"0";"2518";"1"
"19/09/2019 1:16:26";"18/09/2019 18:16:26";"FairPool";"WOW";"0";"1,816267571714";"3,189635132018";"0,074252151197";"0,001063488571";"0";"0";"0";"0"
"19/09/2019 1:16:26";"18/09/2019 18:16:26";"HeroMiners";"UPX";"38687545,8000248";"583,62";"1076,7";"130,52";"24,29";"1509";"2783";"337";"63"
"19/09/2019 1:16:26";"18/09/2019 18:16:26";"MinerRocks";"LOKI";"39912,6295918822";"0,118963933";"0";"0,000322231";"0,000322231";"298";"0";"1";"1"
"19/09/2019 1:16:26";"18/09/2019 18:16:26";"MinerRocks";"XHV";"76116,2620618045";"1,076018569620";"7,0007";"0,505716602468";"0,008148816250";"1414";"9197";"664";"11"
"19/09/2019 1:16:26";"18/09/2019 18:16:26";"NLpool";"LTC";"128,122998078155";"0,00185638";"0";"0,04874275";"0,00000008";"1449";"0";"38044";"0"
"19/09/2019 1:46:31";"18/09/2019 18:46:31";"FairPool";"WOW";"0";"1,816768807335";"3,189635132018";"0,074753386818";"0,000501235621";"0";"0";"0";"0"
"19/09/2019 1:46:31";"18/09/2019 18:46:31";"HeroMiners";"XCASH";"191671443,343194";"2797,638052";"71560,661";"7991,223572";"116,691269";"1460";"37335";"4169";"61"
"19/09/2019 1:46:31";"18/09/2019 18:46:31";"MinerRocks";"SUMO";"327391,992296076";"25,341965811";"60,28";"82,743678735";"0,039289688";"7741";"18412";"25274";"12"
"19/09/2019 1:46:31";"18/09/2019 18:46:31";"MinerRocks";"XHV";"77932,7443711304";"1,093824000282";"7,0007";"0,523522033130";"0,017805430662";"1404";"8983";"672";"23"
"19/09/2019 1:46:31";"18/09/2019 18:46:31";"NLpool";"LTC";"128,758127856821";"0,00185643";"0";"0,04874280";"0,00000005";"1442";"0";"37856";"0"
"19/09/2019 1:46:31";"18/09/2019 18:46:31";"ZergPool";"BTC";"1";"0,00023518";"0,00000000";"0,00002526";"0,00000008";"23518";"0";"2526";"8"
"19/09/2019 2:16:42";"18/09/2019 19:16:42";"HeroMiners";"UPX";"38687545,8000248";"597,92";"1076,7";"144,82";"14,30";"1546";"2783";"374";"37"
"19/09/2019 2:16:42";"18/09/2019 19:16:42";"HeroMiners";"XCASH";"191671443,343194";"3158,100783";"71560,661";"8351,686303";"360,462731";"1648";"37335";"4357";"188"
"19/09/2019 2:16:42";"18/09/2019 19:16:42";"MinerRocks";"SUMO";"327391,992296076";"25,676495355";"60,28";"83,078208279";"0,334529544";"7843";"18412";"25376";"102"
"19/09/2019 2:16:42";"18/09/2019 19:16:42";"MinerRocks";"XHV";"77932,7443711304";"1,100715208756";"7,0007";"0,530413241604";"0,006891208474";"1412";"8983";"681";"9"
"19/09/2019 2:16:42";"18/09/2019 19:16:42";"NLpool";"LTC";"129,979853122766";"0,00185772";"0";"0,04874409";"0,00000129";"1429";"0";"37501";"1"
"19/09/2019 2:46:50";"18/09/2019 19:46:50";"FairPool";"WOW";"0";"1,817306661212";"3,189635132018";"0,075291240695";"0,000537853877";"0";"0";"0";"0"
"19/09/2019 2:46:50";"18/09/2019 19:46:50";"HeroMiners";"XCASH";"191671443,343194";"3651,241026";"71560,661";"8844,826546";"493,140243";"1905";"37335";"4615";"257"
"19/09/2019 2:46:50";"18/09/2019 19:46:50";"MinerRocks";"SUMO";"327391,992296076";"26,585171098";"60,28";"83,986884022";"0,908675743";"8120";"18412";"25653";"278"
"19/09/2019 2:46:50";"18/09/2019 19:46:50";"NLpool";"LTC";"130,633572828217";"0,00185926";"0";"0,04874563";"0,00000154";"1423";"0";"37315";"1"
"19/09/2019 2:46:50";"18/09/2019 19:46:50";"ZergPool";"BTC";"1";"0,00023520";"0,00000000";"0,00002528";"0,00000002";"23520";"0";"2528";"2"
"19/09/2019 2:46:50";"18/09/2019 19:46:50";"ZergPool";"LTC";"130,633572828217";"0,00131259";"0,00000000";"0,00004732";"0,00000039";"1005";"0";"36";"0"
"19/09/2019 3:16:54";"18/09/2019 20:16:54";"FairPool";"WOW";"0";"1,81779626128";"3,189635132018";"0,075780840763";"0,000489600068";"0";"0";"0";"0"
"19/09/2019 3:16:54";"18/09/2019 20:16:54";"MinerRocks";"SUMO";"327391,992296076";"27,239171549";"60,28";"84,640884473";"0,654000451";"8320";"18412";"25853";"200"
"19/09/2019 3:16:54";"18/09/2019 20:16:54";"NLpool";"LTC";"129,651238169324";"0,00185912";"0";"0,05060475";"0,00185912";"1434";"0";"39031";"1434"
"19/09/2019 3:16:54";"18/09/2019 20:16:54";"ZergPool";"BTC";"1";"0,00023522";"0,00000000";"0,00002530";"0,00000002";"23522";"0";"2530";"2"
"19/09/2019 3:47:02";"18/09/2019 20:47:02";"FairPool";"WOW";"0";"1,817998378863";"3,189635132018";"0,075982958346";"0,000202117583";"0";"0";"0";"0"
"19/09/2019 3:47:02";"18/09/2019 20:47:02";"HeroMiners";"XCASH";"191671443,343194";"3675,748232";"71560,661";"8869,333752";"24,507206";"1918";"37335";"4627";"13"
"19/09/2019 3:47:02";"18/09/2019 20:47:02";"MinerRocks";"SUMO";"327391,992296076";"27,500911836";"60,28";"84,902624760";"0,261740287";"8400";"18412";"25933";"80"
"19/09/2019 3:47:02";"18/09/2019 20:47:02";"NLpool";"LTC";"130,216810990299";"0,00185876";"0";"0,05246351";"0,00185876";"1427";"0";"40289";"1427"
"19/09/2019 3:47:02";"18/09/2019 20:47:02";"ZergPool";"BTC";"1";"0,00023523";"0,00000000";"0,00002531";"0,00000001";"23523";"0";"2531";"1"
"19/09/2019 4:17:04";"18/09/2019 21:17:04";"FairPool";"WOW";"0";"1,818347151015";"3,189635132018";"0,076331730498";"0,000348772152";"0";"0";"0";"0"
"19/09/2019 4:17:04";"18/09/2019 21:17:04";"NLpool";"LTC";"130,378096479791";"0,00185867";"0";"0,05432218";"0,00185867";"1426";"0";"41665";"1426"
"19/09/2019 4:17:04";"18/09/2019 21:17:04";"ZergPool";"BTC";"1";"0,00023524";"0,00000000";"0,00002532";"0,00000001";"23524";"0";"2532";"1"
"19/09/2019 4:47:11";"18/09/2019 21:47:11";"FairPool";"WOW";"0";"1,81879264751";"3,189635132018";"0,076777226993";"0,000445496495";"0";"0";"0";"0"
"19/09/2019 4:47:11";"18/09/2019 21:47:11";"HeroMiners";"LOKI";"39258,7913215315";"0,108441285";"0";"0,008152156";"0,000189558";"276";"0";"21";"0"
"19/09/2019 4:47:11";"18/09/2019 21:47:11";"NLpool";"LTC";"129,979853122766";"0,00185873";"0";"0,05432224";"0,00000006";"1430";"0";"41793";"0"
"19/09/2019 4:47:11";"18/09/2019 21:47:11";"ZergPool";"BTC";"1";"0,00023526";"0,00000000";"0,00002534";"0,00000002";"23526";"0";"2534";"2"
"19/09/2019 5:17:14";"18/09/2019 22:17:14";"FairPool";"WOW";"0";"1,818918634949";"3,189635132018";"0,076903214432";"0,000125987439";"0";"0";"0";"0"
"19/09/2019 5:17:14";"18/09/2019 22:17:14";"MinerRocks";"SUMO";"327391,992296076";"27,522692406";"60,28";"84,924405330";"0,021780570";"8407";"18412";"25940";"7"
"19/09/2019 5:17:14";"18/09/2019 22:17:14";"NLpool";"LTC";"129,190620760933";"0,00185870";"0";"0,05618094";"0,00185870";"1439";"0";"43487";"1439"
"19/09/2019 5:17:14";"18/09/2019 22:17:14";"ZergPool";"BTC";"1";"0,00023529";"0,00000000";"0,00002537";"0,00000003";"23529";"0";"2537";"3"
"19/09/2019 5:17:14";"18/09/2019 22:17:14";"ZergPool";"LTC";"129,190620760933";"0,00132692";"0,00000000";"0,00006165";"0,00001433";"1027";"0";"48";"11"
"19/09/2019 5:47:16";"18/09/2019 22:47:16";"FairPool";"WOW";"0";"1,818949613075";"3,189635132018";"0,076934192558";"0,000030978126";"0";"0";"0";"0"
"19/09/2019 5:47:16";"18/09/2019 22:47:16";"MinerRocks";"LOKI";"35392,7671451323";"0,119540308";"0";"0,000898606";"0,000576375";"338";"0";"3";"2"
"19/09/2019 5:47:16";"18/09/2019 22:47:16";"MinerRocks";"SUMO";"324276,092834651";"27,699507190";"60,28";"85,101220114";"0,176814784";"8542";"18589";"26243";"55"
"19/09/2019 5:47:16";"18/09/2019 22:47:16";"NLpool";"LTC";"129,123894376654";"0,00185852";"0";"0,05803946";"0,00185852";"1439";"0";"44949";"1439"
"19/09/2019 6:18:07";"18/09/2019 23:18:07";"HashVault";"TRTL";"293526833,751256";"1897,76";"6189";"8008,70";"28,42";"647";"2108";"2728";"10"
"19/09/2019 6:18:07";"18/09/2019 23:18:07";"MinerRocks";"SUMO";"324025,107264135";"27,960607372";"60,28";"85,362320296";"0,261100182";"8629";"18603";"26344";"81"
"19/09/2019 6:18:07";"18/09/2019 23:18:07";"NLpool";"LTC";"129,794276072425";"0,00185857";"0";"0,05803951";"0,00000005";"1432";"0";"44717";"0"
"19/09/2019 6:48:43";"18/09/2019 23:48:43";"MinerRocks";"LOKI";"35233,2312467563";"0,120392437";"0";"0,001750735";"0,000852129";"342";"0";"5";"2"
"19/09/2019 6:48:43";"18/09/2019 23:48:43";"MinerRocks";"SUMO";"324025,107264135";"29,338666349";"60,28";"86,740379273";"1,378058977";"9054";"18603";"26770";"425"
"19/09/2019 6:48:43";"18/09/2019 23:48:43";"NLpool";"LTC";"130,395097144347";"0,00185859";"0";"0,05803953";"0,00000002";"1425";"0";"44511";"0"
"19/09/2019 6:48:43";"18/09/2019 23:48:43";"ZergPool";"BTC";"1";"0,00023531";"0,00000000";"0,00002539";"0,00000002";"23531";"0";"2539";"2"
"19/09/2019 6:48:43";"18/09/2019 23:48:43";"ZergPool";"LTC";"130,395097144347";"0,00134028";"0,00000000";"0,00007501";"0,00001336";"1028";"0";"58";"10"
"19/09/2019 7:18:44";"19/09/2019 0:18:44";"MinerRocks";"SUMO";"324165,198679103";"29,684513842";"60,28";"87,086226766";"0,345847493";"9157";"18595";"26865";"107"
"19/09/2019 7:18:44";"19/09/2019 0:18:44";"NLpool";"LTC";"131,952233291548";"0,00185864";"0";"0,05803958";"0,00000005";"1409";"0";"43985";"0"
"19/09/2019 7:18:44";"19/09/2019 0:18:44";"ZergPool";"BTC";"1";"0,00023533";"0,00000000";"0,00002541";"0,00000002";"23533";"0";"2541";"2"
"19/09/2019 7:49:29";"19/09/2019 0:49:29";"HashVault";"TRTL";"291429272,599788";"1993,91";"6189";"8104,85";"96,15";"684";"2124";"2781";"33"
"19/09/2019 7:49:29";"19/09/2019 0:49:29";"MinerRocks";"LOKI";"36100,529409379";"0,120736772";"0";"0,002095070";"0,000344335";"334";"0";"6";"1"
"19/09/2019 7:49:29";"19/09/2019 0:49:29";"MinerRocks";"SUMO";"323625,846514854";"29,870178232";"60,28";"87,271891156";"0,185664390";"9230";"18626";"26967";"57"
"19/09/2019 7:49:29";"19/09/2019 0:49:29";"NLpool";"LTC";"133,067198935462";"0,00185866";"0";"0,05803960";"0,00000002";"1397";"0";"43617";"0"
"19/09/2019 7:49:29";"19/09/2019 0:49:29";"ZergPool";"LTC";"133,067198935462";"0,00134408";"0,00000000";"0,00007881";"0,00000380";"1010";"0";"59";"3"
"19/09/2019 8:48:34";"19/09/2019 1:48:34";"HeroMiners";"XCASH";"193001492,53435";"3823,810912";"71560,661";"9017,396432";"148,062680";"1981";"37078";"4672";"77"
"19/09/2019 8:48:34";"19/09/2019 1:48:34";"HeroMiners";"XHV";"77085,6068941381";"0,021906910186";"3,4262";"0,012723683177";"0,012723683177";"28";"4445";"17";"17"
"19/09/2019 8:48:34";"19/09/2019 1:48:34";"MinerRocks";"SUMO";"323625,846514854";"30,171891063";"60,28";"87,573603987";"0,301712831";"9323";"18626";"27060";"93"
"19/09/2019 8:48:34";"19/09/2019 1:48:34";"ZergPool";"LTC";"133,815067576609";"0,00135759";"0,00000000";"0,00009232";"0,00001351";"1015";"0";"69";"10"
"19/09/2019 9:19:05";"19/09/2019 2:19:05";"HeroMiners";"XCASH";"193001492,53435";"4133,105828";"71560,661";"9326,691348";"309,294916";"2141";"37078";"4832";"160"
"19/09/2019 9:19:05";"19/09/2019 2:19:05";"MinerRocks";"SUMO";"323625,846514854";"30,274820489";"60,28";"87,676533413";"0,102929426";"9355";"18626";"27092";"32"
"19/09/2019 9:19:05";"19/09/2019 2:19:05";"ZergPool";"LTC";"133,422281521014";"0,00138117";"0,00000000";"0,00011590";"0,00002358";"1035";"0";"87";"18"
"19/09/2019 9:49:08";"19/09/2019 2:49:08";"HeroMiners";"WOW";"0";"0,00947862025";"0";"0,00845545157";"0,00845545157";"0";"0";"0";"0"
"19/09/2019 9:49:08";"19/09/2019 2:49:08";"HeroMiners";"XCASH";"193001492,53435";"4254,253187";"71560,661";"9447,838707";"121,147359";"2204";"37078";"4895";"63"
"19/09/2019 10:20:02";"19/09/2019 3:20:02";"HeroMiners";"XCASH";"193001492,53435";"4288,453758";"71560,661";"9482,039278";"34,200571";"2222";"37078";"4913";"18"
"19/09/2019 10:20:02";"19/09/2019 3:20:02";"ZergPool";"LTC";"132,529322112517";"0,00139272";"0,00000000";"0,00012745";"0,00001155";"1051";"0";"96";"9"
"19/09/2019 10:50:32";"19/09/2019 3:50:32";"HeroMiners";"XCASH";"193001492,53435";"4296,891647";"71560,661";"9490,477167";"8,437889";"2226";"37078";"4917";"4"
"19/09/2019 10:50:32";"19/09/2019 3:50:32";"ZergPool";"LTC";"133,413381362151";"0,00140915";"0,00000000";"0,00014388";"0,00001643";"1056";"0";"108";"12"
"19/09/2019 11:20:43";"19/09/2019 4:20:43";"MinerRocks";"SUMO";"323625,846514854";"30,833784457";"60,28";"88,235497381";"0,558963968";"9528";"18626";"27265";"173"
"19/09/2019 11:20:43";"19/09/2019 4:20:43";"ZergPool";"BTC";"1";"0,00023536";"0,00000000";"0,00002544";"0,00000003";"23536";"0";"2544";"3"
"19/09/2019 11:20:43";"19/09/2019 4:20:43";"ZergPool";"LTC";"134,363453140746";"0,00141162";"0,00000000";"0,00014635";"0,00000247";"1051";"0";"109";"2"
"19/09/2019 11:51:07";"19/09/2019 4:51:07";"MinerRocks";"LOKI";"36396,9441675437";"0,120974244";"0";"0,002332542";"0,000237472";"332";"0";"6";"1"
