"Date","Date_UTC","PoolName","Algorithm","Currency","Rate","Profit","ProfitApi","Cost","Power","Penalty","Duration","Donation"
"02/06/2020 00:48:40","02/05/2020 17:48:40","MiningRigRentals","CryptoNightTurtle","BTC","9553.54","26.9681","26.9681","6.6537","0.243","0","1.101","0"
"02/06/2020 00:49:51","02/05/2020 17:49:51","MiningRigRentals","CryptoNightTurtle","BTC","9554.54","29.0579","29.0579","7.1691","0.262","0","1.187","0"
"02/06/2020 00:51:07","02/05/2020 17:51:07","MiningRigRentals","CryptoNightTurtle","BTC","9554.54","30.7247","30.7247","7.5803","0.277","0","1.255","0"
"02/06/2020 00:52:14","02/05/2020 17:52:14","MiningRigRentals","CryptoNightTurtle","BTC","9554.54","27.4076","27.4076","6.7619","0.247","0","1.119","0"
"02/06/2020 00:53:21","02/05/2020 17:53:21","MiningRigRentals","CryptoNightTurtle","BTC","9554.54","27.2899","27.2899","6.7329","0.246","0","1.114","0"
"02/06/2020 00:54:32","02/05/2020 17:54:32","MiningRigRentals","CryptoNightTurtle","BTC","9554.54","29.0833","29.0833","7.1753","0.262","0","1.188","0"
"02/06/2020 00:55:44","02/05/2020 17:55:44","MiningRigRentals","CryptoNightTurtle","BTC","9565","29.5141","29.5141","7.273","0.266","0","1.205","0"
"02/06/2020 00:56:49","02/05/2020 17:56:49","MiningRigRentals","CryptoNightTurtle","BTC","9567.17","26.6491","26.6491","6.5655","0.24","0","1.088","0"
"02/06/2020 00:57:58","02/05/2020 17:57:58","MiningRigRentals","CryptoNightTurtle","BTC","9567.17","27.9238","27.9238","6.8795","0.252","0","1.14","0"
"02/06/2020 00:59:06","02/05/2020 17:59:06","MiningRigRentals","CryptoNightTurtle","BTC","9567.2","27.9615","27.9615","6.8884","0.252","0","1.142","0"
"02/06/2020 01:00:13","02/05/2020 18:00:13","MiningRigRentals","CryptoNightTurtle","BTC","9567.52","27.0377","27.0377","6.6606","0.244","0","1.104","0"
"02/06/2020 01:01:21","02/05/2020 18:01:21","MiningRigRentals","CryptoNightTurtle","BTC","9560.86","27.8961","27.8961","6.8768","0.251","0","1.139","0"
"02/06/2020 01:02:28","02/05/2020 18:02:28","MiningRigRentals","CryptoNightTurtle","BTC","9565.52","27.2718","27.2718","6.7182","0.246","0","1.114","0"
"02/06/2020 01:03:31","02/05/2020 18:03:31","MiningRigRentals","CryptoNightTurtle","BTC","9565.52","25.7106","25.7106","6.3336","0.232","0","1.05","0"
"02/06/2020 01:04:38","02/05/2020 18:04:38","MiningRigRentals","CryptoNightTurtle","BTC","9569","27.2388","27.2388","6.7076","0.245","0","1.112","0"
"02/06/2020 01:05:45","02/05/2020 18:05:45","MiningRigRentals","CryptoNightTurtle","BTC","9569","27.1203","27.1203","6.7268","0.246","0","1.116","0"
"02/06/2020 01:06:53","02/05/2020 18:06:53","MiningRigRentals","CryptoNightTurtle","BTC","9569.56","27.7118","27.7118","6.8731","0.251","0","1.14","0"
"02/06/2020 01:08:02","02/05/2020 18:08:02","MiningRigRentals","CryptoNightTurtle","BTC","9586.46","28.0494","28.0494","6.9445","0.254","0","1.154","0"
"02/06/2020 01:09:12","02/05/2020 18:09:12","MiningRigRentals","CryptoNightTurtle","BTC","9597.17","28.2813","28.2813","6.9944","0.257","0","1.163","0"
"02/06/2020 01:10:20","02/05/2020 18:10:20","MiningRigRentals","CryptoNightTurtle","BTC","9612.46","27.3831","27.3831","6.7614","0.248","0","1.126","0"
"02/06/2020 01:11:27","02/05/2020 18:11:27","MiningRigRentals","CryptoNightTurtle","BTC","9617.63","27.3509","27.3509","6.7499","0.248","0","1.125","0"
"02/06/2020 01:12:38","02/05/2020 18:12:38","MiningRigRentals","CryptoNightTurtle","BTC","9617.2","28.9115","28.9115","7.1347","0.262","0","1.189","0"
"02/06/2020 01:13:51","02/05/2020 18:13:51","MiningRigRentals","CryptoNightTurtle","BTC","9619.96","29.2884","29.2884","7.2256","0.266","0","1.205","0"
"02/06/2020 01:15:01","02/05/2020 18:15:01","MiningRigRentals","CryptoNightTurtle","BTC","9619.96","28.5835","28.5835","7.0517","0.259","0","1.176","0"
"02/06/2020 01:16:14","02/05/2020 18:16:14","MiningRigRentals","CryptoNightTurtle","BTC","9632.1","29.6958","29.6958","7.3169","0.269","0","1.221","0"
"02/06/2020 01:17:29","02/05/2020 18:17:29","MiningRigRentals","CryptoNightTurtle","BTC","9645.83","30.1281","30.1281","7.4128","0.273","0","1.239","0"
"02/06/2020 01:18:42","02/05/2020 18:18:42","MiningRigRentals","CryptoNightTurtle","BTC","9661.29","29.5502","29.5502","7.259","0.268","0","1.215","0"
"02/06/2020 01:19:51","02/05/2020 18:19:51","MiningRigRentals","CryptoNightTurtle","BTC","9670.5","28.08","28.08","6.8903","0.255","0","1.155","0"
"02/06/2020 01:21:03","02/05/2020 18:21:03","MiningRigRentals","CryptoNightTurtle","BTC","9677","29.2584","29.2584","7.1746","0.265","0","1.203","0"
"02/06/2020 01:22:12","02/05/2020 18:22:12","MiningRigRentals","CryptoNightTurtle","BTC","9676.12","27.94","27.94","6.852","0.253","0","1.149","0"
"02/06/2020 01:23:20","02/05/2020 18:23:20","MiningRigRentals","CryptoNightTurtle","BTC","9677.5","27.3636","27.3636","6.7096","0.248","0","1.126","0"
"02/06/2020 01:24:32","02/05/2020 18:24:32","MiningRigRentals","CryptoNightTurtle","BTC","9715.63","29.351","29.351","7.2166","0.266","0","1.207","0"
"02/06/2020 01:25:47","02/05/2020 18:25:47","MiningRigRentals","CryptoNightTurtle","BTC","9741.54","29.5533","29.5533","7.3841","0.273","0","1.239","0"
"02/06/2020 01:26:56","02/05/2020 18:26:56","MiningRigRentals","CryptoNightTurtle","BTC","9746.04","27.7473","27.7473","6.9296","0.256","0","1.163","0"
"02/06/2020 01:28:06","02/05/2020 18:28:06","MiningRigRentals","CryptoNightTurtle","BTC","9746.75","27.7528","27.7528","6.9305","0.257","0","1.163","0"
"02/06/2020 01:29:14","02/05/2020 18:29:14","MiningRigRentals","CryptoNightTurtle","BTC","9680","26.9741","26.9741","6.7834","0.249","0","1.13","0"
"02/06/2020 01:30:20","02/05/2020 18:30:20","MiningRigRentals","CryptoNightTurtle","BTC","9680","26.3837","26.3837","6.6349","0.244","0","1.106","0"
"02/06/2020 01:31:29","02/05/2020 18:31:29","MiningRigRentals","CryptoNightTurtle","BTC","9683.54","27.2767","27.2767","6.8569","0.252","0","1.143","0"
"02/06/2020 01:32:37","02/05/2020 18:32:37","MiningRigRentals","CryptoNightTurtle","BTC","9683.54","27.303","27.303","6.8635","0.252","0","1.144","0"
"02/06/2020 01:33:44","02/05/2020 18:33:44","MiningRigRentals","CryptoNightTurtle","BTC","9640.5","26.3816","26.3816","6.6612","0.244","0","1.106","0"
"02/06/2020 01:34:53","02/05/2020 18:34:53","MiningRigRentals","CryptoNightTurtle","BTC","9640.5","27.3419","27.3419","6.9036","0.253","0","1.146","0"
"02/06/2020 01:36:02","02/05/2020 18:36:02","MiningRigRentals","CryptoNightTurtle","BTC","9640.5","27.7917","27.7917","7.0172","0.257","0","1.165","0"
"02/06/2020 01:37:09","02/05/2020 18:37:09","MiningRigRentals","CryptoNightTurtle","BTC","9678.22","26.5653","26.5653","6.6814","0.246","0","1.113","0"
"02/06/2020 01:38:17","02/05/2020 18:38:17","MiningRigRentals","CryptoNightTurtle","BTC","9678.22","26.9233","26.9233","6.7714","0.249","0","1.128","0"
"02/06/2020 01:39:24","02/05/2020 18:39:24","MiningRigRentals","CryptoNightTurtle","BTC","9678.22","26.7277","26.7277","6.7222","0.247","0","1.12","0"
"02/06/2020 01:40:35","02/05/2020 18:40:35","MiningRigRentals","CryptoNightTurtle","BTC","9680.96","28.2221","28.2221","7.0967","0.261","0","1.183","0"
"02/06/2020 01:41:52","02/05/2020 18:41:52","MiningRigRentals","CryptoNightTurtle","BTC","9680.96","30.3881","30.3881","7.6413","0.281","0","1.274","0"
"02/06/2020 01:42:59","02/05/2020 18:42:59","MiningRigRentals","CryptoNightTurtle","BTC","9683.9","26.9411","26.9411","6.7725","0.249","0","1.129","0"
"02/06/2020 01:44:14","02/05/2020 18:44:14","MiningRigRentals","CryptoNightTurtle","BTC","9683.9","29.5351","29.5351","7.4246","0.273","0","1.238","0"
"02/06/2020 01:45:31","02/05/2020 18:45:31","MiningRigRentals","CryptoNightTurtle","BTC","9683.9","31.0988","31.0988","7.7662","0.286","0","1.295","0"
"02/06/2020 01:46:47","02/05/2020 18:46:47","MiningRigRentals","CryptoNightTurtle","BTC","9683.9","30.2365","30.2365","7.5509","0.278","0","1.259","0"
"02/06/2020 01:47:57","02/05/2020 18:47:57","MiningRigRentals","CryptoNightTurtle","BTC","9660.27","28.2891","28.2891","7.0816","0.26","0","1.178","0"
"02/06/2020 01:49:06","02/05/2020 18:49:06","MiningRigRentals","CryptoNightTurtle","BTC","9660.27","27.4447","27.4447","6.8703","0.252","0","1.143","0"
"02/06/2020 01:50:13","02/05/2020 18:50:13","MiningRigRentals","CryptoNightTurtle","BTC","9652.36","26.9488","26.9488","6.7516","0.247","0","1.122","0"
"02/06/2020 01:51:16","02/05/2020 18:51:16","MiningRigRentals","CryptoNightTurtle","BTC","9672.67","25.179","25.179","6.295","0.231","0","1.048","0"
"02/06/2020 01:52:27","02/05/2020 18:52:27","MiningRigRentals","CryptoNightTurtle","BTC","9672.67","28.4115","28.4115","7.1031","0.261","0","1.183","0"
"02/06/2020 01:53:35","02/05/2020 18:53:35","MiningRigRentals","CryptoNightTurtle","BTC","9672.67","26.9639","26.9639","6.7412","0.248","0","1.123","0"
"02/06/2020 01:54:37","02/05/2020 18:54:37","MiningRigRentals","CryptoNightTurtle","BTC","9672.67","25.172","25.172","6.2932","0.231","0","1.048","0"
"02/06/2020 01:55:41","02/05/2020 18:55:41","MiningRigRentals","CryptoNightTurtle","BTC","9672.67","25.6014","25.6014","6.4005","0.235","0","1.066","0"
"02/06/2020 01:56:46","02/05/2020 18:56:46","MiningRigRentals","CryptoNightTurtle","BTC","9672.67","25.7529","25.7529","6.4384","0.236","0","1.072","0"
"02/06/2020 01:57:53","02/05/2020 18:57:53","MiningRigRentals","CryptoNightTurtle","BTC","9672.67","27.011","27.011","6.7529","0.248","0","1.125","0"
"02/06/2020 01:58:58","02/05/2020 18:58:58","MiningRigRentals","CryptoNightTurtle","BTC","9676.88","25.9908","25.9908","6.4955","0.239","0","1.082","0"
"02/06/2020 02:00:07","02/05/2020 19:00:07","MiningRigRentals","CryptoNightTurtle","BTC","9676.88","27.4424","27.4424","6.8583","0.252","0","1.142","0"
"02/06/2020 02:01:13","02/05/2020 19:01:13","MiningRigRentals","CryptoNightTurtle","BTC","9676.88","26.749","26.749","6.6849","0.246","0","1.114","0"
"02/06/2020 02:02:25","02/05/2020 19:02:25","MiningRigRentals","CryptoNightTurtle","BTC","9676.88","28.5376","28.5376","7.1319","0.262","0","1.188","0"
"02/06/2020 02:03:29","02/05/2020 19:03:29","MiningRigRentals","CryptoNightTurtle","BTC","9676.88","25.6888","25.6888","6.42","0.236","0","1.069","0"
"02/06/2020 02:04:43","02/05/2020 19:04:43","MiningRigRentals","CryptoNightTurtle","BTC","9676.88","29.7788","29.7788","7.4422","0.273","0","1.24","0"
"02/06/2020 02:05:49","02/05/2020 19:05:49","MiningRigRentals","CryptoNightTurtle","BTC","9689.96","26.0502","26.0502","6.519","0.24","0","1.087","0"
"02/06/2020 02:06:52","02/05/2020 19:06:52","MiningRigRentals","CryptoNightTurtle","BTC","9689.96","25.2611","25.2611","6.3215","0.233","0","1.054","0"
"02/06/2020 02:07:58","02/05/2020 19:07:58","MiningRigRentals","CryptoNightTurtle","BTC","9668.58","26.249","26.249","6.5832","0.242","0","1.096","0"
"02/06/2020 02:09:06","02/05/2020 19:09:06","MiningRigRentals","CryptoNightTurtle","BTC","9662.22","27.4814","27.4814","6.8968","0.253","0","1.147","0"
"02/06/2020 02:10:12","02/05/2020 19:10:12","MiningRigRentals","CryptoNightTurtle","BTC","9662.22","26.0718","26.0718","6.543","0.24","0","1.088","0"
"02/06/2020 02:11:18","02/05/2020 19:11:18","MiningRigRentals","CryptoNightTurtle","BTC","9662.22","26.651","26.651","6.6883","0.245","0","1.113","0"
"02/06/2020 02:12:25","02/05/2020 19:12:25","MiningRigRentals","CryptoNightTurtle","BTC","9662.22","26.4202","26.4202","6.6304","0.243","0","1.103","0"
"02/06/2020 02:13:30","02/05/2020 19:13:30","MiningRigRentals","CryptoNightTurtle","BTC","9662.22","26.2438","26.2438","6.5861","0.242","0","1.096","0"
"02/06/2020 02:14:38","02/05/2020 19:14:38","MiningRigRentals","CryptoNightTurtle","BTC","9662.22","26.9517","26.9517","6.7638","0.248","0","1.125","0"
"02/06/2020 02:15:47","02/05/2020 19:15:47","MiningRigRentals","CryptoNightTurtle","BTC","9662.22","27.7498","27.7498","6.964","0.255","0","1.158","0"
"02/06/2020 02:16:56","02/05/2020 19:16:56","MiningRigRentals","CryptoNightTurtle","BTC","9662.22","27.2551","27.2551","6.8399","0.251","0","1.138","0"
"02/06/2020 02:18:01","02/05/2020 19:18:01","MiningRigRentals","CryptoNightTurtle","BTC","9662.22","25.9732","25.9732","6.5182","0.239","0","1.084","0"
"02/06/2020 02:19:08","02/05/2020 19:19:08","MiningRigRentals","CryptoNightTurtle","BTC","9662.22","27.054","27.054","6.7894","0.249","0","1.129","0"
"02/06/2020 02:20:13","02/05/2020 19:20:13","MiningRigRentals","CryptoNightTurtle","BTC","9695.37","25.6872","25.6872","6.4244","0.236","0","1.072","0"
"02/06/2020 02:21:18","02/05/2020 19:21:18","MiningRigRentals","CryptoNightTurtle","BTC","9695.37","26.0031","26.0031","6.5034","0.239","0","1.085","0"
"02/06/2020 02:22:23","02/05/2020 19:22:23","MiningRigRentals","CryptoNightTurtle","BTC","9695.37","26.1789","26.1789","6.5473","0.241","0","1.093","0"
"02/06/2020 02:23:29","02/05/2020 19:23:29","MiningRigRentals","CryptoNightTurtle","BTC","9695.37","26.1044","26.1044","6.5287","0.24","0","1.09","0"
"02/06/2020 02:24:36","02/05/2020 19:24:36","MiningRigRentals","CryptoNightTurtle","BTC","9699.98","26.9162","26.9162","6.7285","0.248","0","1.124","0"
"02/06/2020 02:25:41","02/05/2020 19:25:41","MiningRigRentals","CryptoNightTurtle","BTC","9699.98","25.6195","25.6195","6.4448","0.237","0","1.076","0"
"02/06/2020 02:26:45","02/05/2020 19:26:45","MiningRigRentals","CryptoNightTurtle","BTC","9699.98","25.4433","25.4433","6.4005","0.236","0","1.069","0"
"02/06/2020 02:27:51","02/05/2020 19:27:51","MiningRigRentals","CryptoNightTurtle","BTC","9699.98","26.367","26.367","6.6328","0.244","0","1.108","0"
"02/06/2020 02:28:59","02/05/2020 19:28:59","MiningRigRentals","CryptoNightTurtle","BTC","9699.98","27.003","27.003","6.7928","0.25","0","1.134","0"
"02/06/2020 02:30:08","02/05/2020 19:30:08","MiningRigRentals","CryptoNightTurtle","BTC","9722.92","27.1958","27.1958","6.8206","0.252","0","1.142","0"
"02/06/2020 02:31:16","02/05/2020 19:31:16","MiningRigRentals","CryptoNightTurtle","BTC","9720","27.0881","27.0881","6.7957","0.251","0","1.138","0"
"02/06/2020 02:32:21","02/05/2020 19:32:21","MiningRigRentals","CryptoNightTurtle","BTC","9718.86","25.7293","25.7293","6.4555","0.238","0","1.081","0"
"02/06/2020 02:33:28","02/05/2020 19:33:28","MiningRigRentals","CryptoNightTurtle","BTC","9717.98","26.6742","26.6742","6.6932","0.247","0","1.12","0"
"02/06/2020 02:34:38","02/05/2020 19:34:38","MiningRigRentals","CryptoNightTurtle","BTC","9716.4","27.7353","27.7353","6.9602","0.257","0","1.165","0"
"02/06/2020 02:35:45","02/05/2020 19:35:45","MiningRigRentals","CryptoNightTurtle","BTC","9713.34","26.6412","26.6412","6.6877","0.247","0","1.119","0"
"02/06/2020 02:36:53","02/05/2020 19:36:53","MiningRigRentals","CryptoNightTurtle","BTC","9719.92","26.6877","26.6877","6.6948","0.247","0","1.121","0"
"02/06/2020 02:37:59","02/05/2020 19:37:59","MiningRigRentals","CryptoNightTurtle","BTC","9724.16","26.5219","26.5219","6.6498","0.246","0","1.114","0"
"02/06/2020 02:39:12","02/05/2020 19:39:12","MiningRigRentals","CryptoNightTurtle","BTC","9714.76","28.7043","28.7043","7.2039","0.266","0","1.206","0"
"02/06/2020 02:40:21","02/05/2020 19:40:21","MiningRigRentals","CryptoNightTurtle","BTC","9710.48","27.6062","27.6062","6.9314","0.256","0","1.16","0"
"02/06/2020 02:41:31","02/05/2020 19:41:31","MiningRigRentals","CryptoNightTurtle","BTC","9714.24","27.6832","27.6832","6.9481","0.256","0","1.163","0"
"02/06/2020 02:42:41","02/05/2020 19:42:41","MiningRigRentals","CryptoNightTurtle","BTC","9714.2","27.8145","27.8145","6.981","0.258","0","1.168","0"
"02/06/2020 02:44:05","02/05/2020 19:44:05","MiningRigRentals","CryptoNightTurtle","BTC","9703.04","33.175","33.175","8.3378","0.307","0","1.394","0"
"02/06/2020 02:45:21","02/05/2020 19:45:21","MiningRigRentals","CryptoNightTurtle","BTC","9696.96","30.39","30.39","7.6426","0.282","0","1.277","0"
"02/06/2020 02:46:31","02/05/2020 19:46:31","MiningRigRentals","CryptoNightTurtle","BTC","9703.36","27.4784","27.4784","6.9281","0.255","0","1.158","0"
"02/06/2020 02:47:41","02/05/2020 19:47:41","MiningRigRentals","CryptoNightTurtle","BTC","9712.54","27.7492","27.7492","6.9898","0.258","0","1.169","0"
"02/06/2020 02:48:50","02/05/2020 19:48:50","MiningRigRentals","CryptoNightTurtle","BTC","9715.72","27.1597","27.1597","6.8444","0.252","0","1.145","0"
"02/06/2020 02:49:59","02/05/2020 19:49:59","MiningRigRentals","CryptoNightTurtle","BTC","9717","27.5243","27.5243","6.9353","0.256","0","1.16","0"
"02/06/2020 02:51:10","02/05/2020 19:51:10","MiningRigRentals","CryptoNightTurtle","BTC","9713.67","27.8946","27.8946","7.031","0.259","0","1.175","0"
"02/06/2020 02:52:18","02/05/2020 19:52:18","MiningRigRentals","CryptoNightTurtle","BTC","9706.68","27.0533","27.0533","6.8239","0.251","0","1.14","0"
"02/06/2020 02:53:24","02/05/2020 19:53:24","MiningRigRentals","CryptoNightTurtle","BTC","9709.02","26.1249","26.1249","6.5815","0.243","0","1.101","0"
"02/06/2020 02:54:36","02/05/2020 19:54:36","MiningRigRentals","CryptoNightTurtle","BTC","9709.02","28.2023","28.2023","7.1048","0.262","0","1.188","0"
"02/06/2020 02:55:41","02/05/2020 19:55:41","MiningRigRentals","CryptoNightTurtle","BTC","9699.41","25.79","25.79","6.5035","0.24","0","1.087","0"
"02/06/2020 02:56:51","02/05/2020 19:56:51","MiningRigRentals","CryptoNightTurtle","BTC","9693.22","27.5474","27.5474","6.9511","0.256","0","1.161","0"
"02/06/2020 02:58:00","02/05/2020 19:58:00","MiningRigRentals","CryptoNightTurtle","BTC","9690.67","27.6321","27.6321","6.9743","0.257","0","1.164","0"
"02/06/2020 02:59:09","02/05/2020 19:59:09","MiningRigRentals","CryptoNightTurtle","BTC","9672.22","27.1669","27.1669","6.8707","0.253","0","1.145","0"
"02/06/2020 03:00:17","02/05/2020 20:00:17","MiningRigRentals","CryptoNightTurtle","BTC","9667.83","26.9332","26.9332","6.8147","0.25","0","1.135","0"
"02/06/2020 03:01:24","02/05/2020 20:01:24","MiningRigRentals","CryptoNightTurtle","BTC","9662.92","26.403","26.403","6.6839","0.245","0","1.113","0"
"02/06/2020 03:02:33","02/05/2020 20:02:33","MiningRigRentals","CryptoNightTurtle","BTC","9653.78","27.326","27.326","6.9241","0.254","0","1.152","0"
"02/06/2020 03:03:40","02/05/2020 20:03:40","MiningRigRentals","CryptoNightTurtle","BTC","9670.56","26.2858","26.2858","6.6502","0.244","0","1.108","0"
"02/06/2020 03:04:47","02/05/2020 20:04:47","MiningRigRentals","CryptoNightTurtle","BTC","9686.28","26.7998","26.7998","6.7692","0.249","0","1.129","0"
"02/06/2020 03:05:55","02/05/2020 20:05:55","MiningRigRentals","CryptoNightTurtle","BTC","9689.78","26.9012","26.9012","6.7841","0.25","0","1.132","0"
"02/06/2020 03:07:00","02/05/2020 20:07:00","MiningRigRentals","CryptoNightTurtle","BTC","9689.6","25.5633","25.5633","6.4468","0.237","0","1.076","0"
"02/06/2020 03:08:05","02/05/2020 20:08:05","MiningRigRentals","CryptoNightTurtle","BTC","9688","25.8803","25.8803","6.5278","0.24","0","1.089","0"
"02/06/2020 03:09:12","02/05/2020 20:09:12","MiningRigRentals","CryptoNightTurtle","BTC","9690.14","26.6586","26.6586","6.723","0.247","0","1.122","0"
"02/06/2020 03:10:19","02/05/2020 20:10:19","MiningRigRentals","CryptoNightTurtle","BTC","9690","26.297","26.297","6.6319","0.244","0","1.107","0"
"02/06/2020 03:11:30","02/05/2020 20:11:30","MiningRigRentals","CryptoNightTurtle","BTC","9684.06","28.0189","28.0189","7.0705","0.26","0","1.179","0"
