"Date","Date_UTC","PoolName","Algorithm","Currency","Rate","Profit","ProfitApi","Cost","Power","Penalty","Duration","Donation"
"02/05/2020 00:15:02","02/04/2020 17:15:02","MoneroOcean","Cuckaroo29s","XMR","9182.78","19.9902","19.9902","11.3887","0.398","0","2.433","0"
"02/05/2020 00:15:02","02/04/2020 17:15:02","NiceHash","Ethash","BTC","9182.78","8.4842","8.4842","4.3","0.15","0","2.432","0"
"02/05/2020 00:17:22","02/04/2020 17:17:22","MoneroOcean","Cuckaroo29s","XMR","9182.78","18.8763","18.8763","10.9444","0.382","0","2.338","0"
"02/05/2020 00:17:23","02/04/2020 17:17:23","NiceHash","Ethash","BTC","9182.78","8.1446","8.1446","4.1333","0.144","0","2.337","0"
"02/05/2020 00:19:42","02/04/2020 17:19:42","MoneroOcean","Cuckaroo29s","XMR","9182.78","18.5606","18.5606","10.8977","0.381","0","2.33","0"
"02/05/2020 00:19:42","02/04/2020 17:19:42","NiceHash","Ethash","BTC","9182.78","8.1088","8.1088","4.1194","0.144","0","2.33","0"
"02/05/2020 00:22:12","02/04/2020 17:22:12","MoneroOcean","Cuckaroo29s","XMR","9186.22","19.8883","19.8883","11.6697","0.408","0","2.496","0"
"02/05/2020 00:22:12","02/04/2020 17:22:12","NiceHash","Ethash","BTC","9186.22","8.68","8.68","4.4111","0.154","0","2.496","0"
"02/05/2020 00:37:22","02/04/2020 17:37:22","NiceHash","Ethash","BTC","9182.1","5.2346","5.2346","2.7883","0.097","0","0.445","0"
"02/05/2020 00:39:39","02/04/2020 17:39:39","NiceHash","Ethash","BTC","9182.1","32.698","32.698","14.2706","0.499","0","2.279","0"
"02/05/2020 00:41:53","02/04/2020 17:41:53","NiceHash","Ethash","BTC","9185.91","28.305","28.305","14.0412","0.491","0","2.243","0"
"02/05/2020 00:44:11","02/04/2020 17:44:11","NiceHash","Ethash","BTC","9185.91","26.8619","26.8619","14.3649","0.502","0","2.294","0"
"02/05/2020 00:46:30","02/04/2020 17:46:30","NiceHash","Ethash","BTC","9185.91","26.01","26.01","14.5545","0.509","0","2.325","0"
"02/05/2020 00:48:51","02/04/2020 17:48:51","NiceHash","Ethash","BTC","9185.91","25.6487","25.6487","14.6814","0.513","0","2.345","0"
"02/05/2020 00:51:07","02/04/2020 17:51:07","NiceHash","Ethash","BTC","9186.86","30.8512","30.8512","14.1695","0.496","0","2.264","0"
"02/05/2020 00:53:34","02/04/2020 17:53:34","NiceHash","Ethash","BTC","9186.86","30.2902","30.2902","15.385","0.538","0","2.458","0"
"02/05/2020 00:55:55","02/04/2020 17:55:55","NiceHash","Ethash","BTC","9186.86","26.9651","26.9651","14.6776","0.513","0","2.345","0"
"02/05/2020 00:59:34","02/04/2020 17:59:34","MoneroOcean","Cuckaroo29s","XMR","9186.86","6.2402","6.2402","3.3551","0.117","0","0.718","0"
"02/05/2020 00:59:34","02/04/2020 17:59:34","NiceHash","Ethash","BTC","9186.86","1.5361","1.5361","0.7479","0.026","0","0.423","0"
"02/05/2020 01:01:59","02/04/2020 18:01:59","MoneroOcean","Cuckaroo29s","XMR","9188.06","20.0641","20.0641","11.2656","0.394","0","2.41","0"
"02/05/2020 01:01:59","02/04/2020 18:01:59","NiceHash","Ethash","BTC","9188.06","8.7297","8.7297","4.2584","0.149","0","2.41","0"
"02/05/2020 01:04:19","02/04/2020 18:04:19","MoneroOcean","Cuckaroo29s","XMR","9188.06","19.4322","19.4322","10.9317","0.382","0","2.338","0"
"02/05/2020 01:04:19","02/04/2020 18:04:19","NiceHash","Ethash","BTC","9188.06","8.3372","8.3372","4.1312","0.144","0","2.338","0"
"02/05/2020 01:06:50","02/04/2020 18:06:50","MiningRigRentals","CryptoNightTurtle","BTC","9188.06","9.9125","9.9125","2.6464","0.093","0","0.419","0"
"02/05/2020 01:09:13","02/04/2020 18:09:13","SparkPool","Cuckaroom29","GRIN","9188.06","5.5057","5.5057","3.2535","0.114","0","0.691","0"
"02/05/2020 01:09:13","02/04/2020 18:09:13","NiceHash","Ethash","BTC","9188.06","1.4686","1.4686","0.7261","0.025","0","0.411","0"
"02/05/2020 01:11:37","02/04/2020 18:11:37","MiningRigRentals","CryptoNightTurtle","BTC","9205.84","9.5592","9.5592","2.5503","0.089","0","0.404","0"
"02/05/2020 01:12:45","02/04/2020 18:12:45","MiningRigRentals","CryptoNightTurtle","BTC","9203","27.0754","27.0754","7.2255","0.253","0","1.146","0"
"02/05/2020 01:13:55","02/04/2020 18:13:55","MiningRigRentals","CryptoNightTurtle","BTC","9203","27.4984","27.4984","7.3385","0.257","0","1.163","0"
"02/05/2020 01:15:04","02/04/2020 18:15:04","MiningRigRentals","CryptoNightTurtle","BTC","9203.33","26.8968","26.8968","7.1779","0.251","0","1.138","0"
"02/05/2020 01:16:23","02/04/2020 18:16:23","MiningRigRentals","CryptoNightTurtle","BTC","9203.33","31.2389","31.2389","8.3367","0.292","0","1.322","0"
"02/05/2020 01:17:39","02/04/2020 18:17:39","MiningRigRentals","CryptoNightTurtle","BTC","9203.33","30.0815","30.0815","8.0279","0.281","0","1.273","0"
"02/05/2020 01:18:57","02/04/2020 18:18:57","MiningRigRentals","CryptoNightTurtle","BTC","9191.96","30.702","30.702","8.1942","0.287","0","1.299","0"
"02/05/2020 01:20:06","02/04/2020 18:20:06","MiningRigRentals","CryptoNightTurtle","BTC","9191.96","27.3229","27.3229","7.2924","0.255","0","1.156","0"
"02/05/2020 01:21:16","02/04/2020 18:21:16","MiningRigRentals","CryptoNightTurtle","BTC","9191.96","27.272","27.272","7.2789","0.255","0","1.154","0"
"02/05/2020 01:22:30","02/04/2020 18:22:30","MiningRigRentals","CryptoNightTurtle","BTC","9191.96","29.3676","29.3676","7.8383","0.274","0","1.243","0"
"02/05/2020 01:23:46","02/04/2020 18:23:46","MiningRigRentals","CryptoNightTurtle","BTC","9191.96","29.8742","29.8742","7.9736","0.279","0","1.264","0"
"02/05/2020 01:25:00","02/04/2020 18:25:00","MiningRigRentals","CryptoNightTurtle","BTC","9191.96","29.062","29.062","7.7568","0.271","0","1.23","0"
"02/05/2020 01:26:20","02/04/2020 18:26:20","MiningRigRentals","CryptoNightTurtle","BTC","9191.96","31.6697","31.6697","8.4541","0.296","0","1.34","0"
"02/05/2020 01:27:37","02/04/2020 18:27:37","MiningRigRentals","CryptoNightTurtle","BTC","9191.96","30.1282","30.1282","8.0426","0.281","0","1.275","0"
"02/05/2020 01:28:49","02/04/2020 18:28:49","MiningRigRentals","CryptoNightTurtle","BTC","9188.12","28.2321","28.2321","7.5395","0.264","0","1.195","0"
"02/05/2020 01:30:00","02/04/2020 18:30:00","MiningRigRentals","CryptoNightTurtle","BTC","9188.12","27.9928","27.9928","7.4756","0.261","0","1.185","0"
"02/05/2020 01:31:10","02/04/2020 18:31:10","MiningRigRentals","CryptoNightTurtle","BTC","9188.24","27.6595","27.6595","7.3865","0.258","0","1.171","0"
"02/05/2020 01:32:18","02/04/2020 18:32:18","MiningRigRentals","CryptoNightTurtle","BTC","9188.24","26.8338","26.8338","7.166","0.251","0","1.136","0"
"02/05/2020 01:33:28","02/04/2020 18:33:28","MiningRigRentals","CryptoNightTurtle","BTC","9188.24","27.4988","27.4988","7.3436","0.257","0","1.164","0"
"02/05/2020 01:34:42","02/04/2020 18:34:42","MiningRigRentals","CryptoNightTurtle","BTC","9188.24","29.1763","29.1763","7.7915","0.272","0","1.235","0"
"02/05/2020 01:35:55","02/04/2020 18:35:55","MiningRigRentals","CryptoNightTurtle","BTC","9188.24","28.905","28.905","7.719","0.27","0","1.223","0"
"02/05/2020 01:37:05","02/04/2020 18:37:05","MiningRigRentals","CryptoNightTurtle","BTC","9188.24","27.3157","27.3157","7.2946","0.255","0","1.156","0"
"02/05/2020 01:38:12","02/04/2020 18:38:12","MiningRigRentals","CryptoNightTurtle","BTC","9188.24","26.3575","26.3575","7.0388","0.246","0","1.115","0"
"02/05/2020 01:39:30","02/04/2020 18:39:30","MiningRigRentals","CryptoNightTurtle","BTC","9188.25","30.6944","30.6944","8.196","0.287","0","1.299","0"
"02/05/2020 01:40:54","02/04/2020 18:40:54","MiningRigRentals","CryptoNightTurtle","BTC","9188.25","33.4503","33.4503","8.9318","0.312","0","1.416","0"
"02/05/2020 01:42:14","02/04/2020 18:42:14","MiningRigRentals","CryptoNightTurtle","BTC","9188.25","31.2833","31.2833","8.3532","0.292","0","1.324","0"
"02/05/2020 01:43:30","02/04/2020 18:43:30","MiningRigRentals","CryptoNightTurtle","BTC","9180","30.1388","30.1388","8.0638","0.281","0","1.276","0"
"02/05/2020 01:44:47","02/04/2020 18:44:47","MiningRigRentals","CryptoNightTurtle","BTC","9180","30.1749","30.1749","8.0735","0.282","0","1.277","0"
"02/05/2020 01:46:03","02/04/2020 18:46:03","MiningRigRentals","CryptoNightTurtle","BTC","9180","29.7386","29.7386","7.9665","0.278","0","1.26","0"
"02/05/2020 01:47:16","02/04/2020 18:47:16","MiningRigRentals","CryptoNightTurtle","BTC","9180","28.7295","28.7295","7.6962","0.269","0","1.217","0"
"02/05/2020 01:48:36","02/04/2020 18:48:36","MiningRigRentals","CryptoNightTurtle","BTC","9180","31.594","31.594","8.4635","0.295","0","1.339","0"
"02/05/2020 01:49:46","02/04/2020 18:49:46","MiningRigRentals","CryptoNightTurtle","BTC","9174.78","27.4718","27.4718","7.3632","0.257","0","1.164","0"
"02/05/2020 01:51:03","02/04/2020 18:51:03","MiningRigRentals","CryptoNightTurtle","BTC","9174.78","30.3761","30.3761","8.1417","0.284","0","1.287","0"
"02/05/2020 01:52:16","02/04/2020 18:52:16","MiningRigRentals","CryptoNightTurtle","BTC","9174.78","28.5257","28.5257","7.6458","0.267","0","1.209","0"
"02/05/2020 01:53:38","02/04/2020 18:53:38","MiningRigRentals","CryptoNightTurtle","BTC","9174.78","32.4017","32.4017","8.6846","0.303","0","1.373","0"
"02/05/2020 01:54:57","02/04/2020 18:54:57","MiningRigRentals","CryptoNightTurtle","BTC","9174.78","31.0519","31.0519","8.3228","0.29","0","1.316","0"
"02/05/2020 01:56:08","02/04/2020 18:56:08","MiningRigRentals","CryptoNightTurtle","BTC","9174.78","28.0124","28.0124","7.5082","0.262","0","1.187","0"
"02/05/2020 01:57:22","02/04/2020 18:57:22","MiningRigRentals","CryptoNightTurtle","BTC","9174.78","29.0531","29.0531","7.7871","0.272","0","1.231","0"
"02/05/2020 01:58:36","02/04/2020 18:58:36","MiningRigRentals","CryptoNightTurtle","BTC","9174.78","28.9837","28.9837","7.7686","0.271","0","1.228","0"
"02/05/2020 01:59:49","02/04/2020 18:59:49","MiningRigRentals","CryptoNightTurtle","BTC","9156","28.9645","28.9645","7.7712","0.271","0","1.227","0"
"02/05/2020 02:01:00","02/04/2020 19:01:00","MiningRigRentals","CryptoNightTurtle","BTC","9156","27.6628","27.6628","7.4219","0.259","0","1.172","0"
"02/05/2020 02:02:21","02/04/2020 19:02:21","MiningRigRentals","CryptoNightTurtle","BTC","9156","31.7827","31.7827","8.5273","0.297","0","1.347","0"
"02/05/2020 02:03:34","02/04/2020 19:03:34","MiningRigRentals","CryptoNightTurtle","BTC","9156","28.7724","28.7724","7.7147","0.269","0","1.219","0"
"02/05/2020 02:04:42","02/04/2020 19:04:42","MiningRigRentals","CryptoNightTurtle","BTC","9156","27.0144","27.0144","7.2434","0.252","0","1.145","0"
"02/05/2020 02:05:55","02/04/2020 19:05:55","MiningRigRentals","CryptoNightTurtle","BTC","9156","28.697","28.697","7.6904","0.268","0","1.215","0"
"02/05/2020 02:07:07","02/04/2020 19:07:07","MiningRigRentals","CryptoNightTurtle","BTC","9156","28.1735","28.1735","7.5501","0.263","0","1.193","0"
"02/05/2020 02:08:21","02/04/2020 19:08:21","MiningRigRentals","CryptoNightTurtle","BTC","9156","29.0182","29.0182","7.7766","0.271","0","1.229","0"
"02/05/2020 02:09:40","02/04/2020 19:09:40","MiningRigRentals","CryptoNightTurtle","BTC","9156","31.3689","31.3689","8.4065","0.293","0","1.329","0"
"02/05/2020 02:10:56","02/04/2020 19:10:56","MiningRigRentals","CryptoNightTurtle","BTC","9166.09","29.9343","29.9343","8.0224","0.28","0","1.268","0"
"02/05/2020 02:12:08","02/04/2020 19:12:08","MiningRigRentals","CryptoNightTurtle","BTC","9165.09","27.9897","27.9897","7.5021","0.261","0","1.185","0"
"02/05/2020 02:13:18","02/04/2020 19:13:18","MiningRigRentals","CryptoNightTurtle","BTC","9165.09","27.706","27.706","7.4261","0.259","0","1.173","0"
"02/05/2020 02:14:32","02/04/2020 19:14:32","MiningRigRentals","CryptoNightTurtle","BTC","9158.33","29.2268","29.2268","7.83","0.273","0","1.238","0"
"02/05/2020 02:15:46","02/04/2020 19:15:46","MiningRigRentals","CryptoNightTurtle","BTC","9158.33","29.1002","29.1002","7.7961","0.272","0","1.233","0"
"02/05/2020 02:16:59","02/04/2020 19:16:59","MiningRigRentals","CryptoNightTurtle","BTC","9158.33","28.7426","28.7426","7.7004","0.268","0","1.217","0"
"02/05/2020 02:18:13","02/04/2020 19:18:13","MiningRigRentals","CryptoNightTurtle","BTC","9158.33","28.9125","28.9125","7.7459","0.27","0","1.225","0"
"02/05/2020 02:19:28","02/04/2020 19:19:28","MiningRigRentals","CryptoNightTurtle","BTC","9150","29.829","29.829","7.9983","0.279","0","1.263","0"
"02/05/2020 02:20:42","02/04/2020 19:20:42","MiningRigRentals","CryptoNightTurtle","BTC","9150","29.0951","29.0951","7.8017","0.272","0","1.232","0"
"02/05/2020 02:22:05","02/04/2020 19:22:05","MiningRigRentals","CryptoNightTurtle","BTC","9150","32.4969","32.4969","8.7139","0.304","0","1.376","0"
"02/05/2020 02:23:17","02/04/2020 19:23:17","MiningRigRentals","CryptoNightTurtle","BTC","9150","28.5187","28.5187","7.6472","0.266","0","1.208","0"
"02/05/2020 02:24:32","02/04/2020 19:24:32","MiningRigRentals","CryptoNightTurtle","BTC","9150","29.5196","29.5196","7.9158","0.276","0","1.25","0"
"02/05/2020 02:25:41","02/04/2020 19:25:41","MiningRigRentals","CryptoNightTurtle","BTC","9150","27.0641","27.0641","7.2811","0.254","0","1.15","0"
"02/05/2020 02:26:57","02/04/2020 19:26:57","MiningRigRentals","CryptoNightTurtle","BTC","9150","29.801","29.801","8.0175","0.279","0","1.266","0"
"02/05/2020 02:28:07","02/04/2020 19:28:07","MiningRigRentals","CryptoNightTurtle","BTC","9150","27.1101","27.1101","7.3029","0.254","0","1.152","0"
"02/05/2020 02:29:24","02/04/2020 19:29:24","MiningRigRentals","CryptoNightTurtle","BTC","9150","30.3713","30.3713","8.1814","0.285","0","1.291","0"
"02/05/2020 02:30:35","02/04/2020 19:30:35","MiningRigRentals","CryptoNightTurtle","BTC","9150","27.7145","27.7145","7.4658","0.26","0","1.178","0"
"02/05/2020 02:31:47","02/04/2020 19:31:47","MiningRigRentals","CryptoNightTurtle","BTC","9161.75","28.4363","28.4363","7.6505","0.266","0","1.208","0"
"02/05/2020 02:32:59","02/04/2020 19:32:59","MiningRigRentals","CryptoNightTurtle","BTC","9161.75","28.3109","28.3109","7.6168","0.265","0","1.203","0"
"02/05/2020 02:34:12","02/04/2020 19:34:12","MiningRigRentals","CryptoNightTurtle","BTC","9161.75","28.3624","28.3624","7.6307","0.266","0","1.205","0"
"02/05/2020 02:35:26","02/04/2020 19:35:26","MiningRigRentals","CryptoNightTurtle","BTC","9161.75","29.2111","29.2111","7.8591","0.274","0","1.241","0"
"02/05/2020 02:36:45","02/04/2020 19:36:45","MiningRigRentals","CryptoNightTurtle","BTC","9161.75","31.101","31.101","8.3676","0.291","0","1.322","0"
"02/05/2020 02:37:58","02/04/2020 19:37:58","MiningRigRentals","CryptoNightTurtle","BTC","9161.75","28.6019","28.6019","7.6952","0.268","0","1.215","0"
"02/05/2020 02:39:09","02/04/2020 19:39:09","MiningRigRentals","CryptoNightTurtle","BTC","9155.17","27.64","27.64","7.4357","0.259","0","1.175","0"
"02/05/2020 02:40:23","02/04/2020 19:40:23","MiningRigRentals","CryptoNightTurtle","BTC","9155.17","29.15","29.15","7.842","0.273","0","1.239","0"
"02/05/2020 02:41:39","02/04/2020 19:41:39","MiningRigRentals","CryptoNightTurtle","BTC","9155.59","29.7538","29.7538","8.0041","0.279","0","1.264","0"
"02/05/2020 02:42:55","02/04/2020 19:42:55","MiningRigRentals","CryptoNightTurtle","BTC","9155.59","29.7375","29.7375","7.9997","0.279","0","1.264","0"
"02/05/2020 02:44:10","02/04/2020 19:44:10","MiningRigRentals","CryptoNightTurtle","BTC","9169.48","29.5503","29.5503","7.9442","0.277","0","1.256","0"
"02/05/2020 02:45:26","02/04/2020 19:45:26","MiningRigRentals","CryptoNightTurtle","BTC","9169.48","29.7923","29.7923","8.0191","0.28","0","1.268","0"
"02/05/2020 02:46:46","02/04/2020 19:46:46","MiningRigRentals","CryptoNightTurtle","BTC","9165.44","31.2269","31.2269","8.409","0.293","0","1.329","0"
"02/05/2020 02:47:54","02/04/2020 19:47:54","MiningRigRentals","CryptoNightTurtle","BTC","9162.12","26.7697","26.7697","7.2039","0.251","0","1.139","0"
"02/05/2020 02:49:13","02/04/2020 19:49:13","MiningRigRentals","CryptoNightTurtle","BTC","9162.12","30.8477","30.8477","8.3013","0.289","0","1.313","0"
"02/05/2020 02:50:19","02/04/2020 19:50:19","MiningRigRentals","CryptoNightTurtle","BTC","9162.12","25.7591","25.7591","6.932","0.242","0","1.096","0"
"02/05/2020 02:52:44","02/04/2020 19:52:44","SparkPool","Ethash","ETH","9162.12","4.9925","4.9925","3.053","0.106","0","0.713","0"
"02/05/2020 02:52:44","02/04/2020 19:52:44","ZergPool","CryptoNightHeavy","LTC","9162.12","0.8772","0.8772","0.6284","0.022","0","0.428","0"
"02/05/2020 02:55:07","02/04/2020 19:55:07","MiningRigRentals","CryptoNightTurtle","BTC","9162.12","9.6193","9.6193","2.5887","0.09","0","0.409","0"
"02/05/2020 02:56:24","02/04/2020 19:56:24","MiningRigRentals","CryptoNightTurtle","BTC","9162.12","30.2349","30.2349","8.1365","0.284","0","1.286","0"
"02/05/2020 02:57:37","02/04/2020 19:57:37","MiningRigRentals","CryptoNightTurtle","BTC","9162.12","28.4102","28.4102","7.6456","0.267","0","1.209","0"
"02/05/2020 02:58:48","02/04/2020 19:58:48","MiningRigRentals","CryptoNightTurtle","BTC","9151.53","27.8047","27.8047","7.4917","0.261","0","1.183","0"
"02/05/2020 03:00:02","02/04/2020 20:00:02","MiningRigRentals","CryptoNightTurtle","BTC","9151.53","29.0618","29.0618","7.8305","0.273","0","1.237","0"
"02/05/2020 03:01:19","02/04/2020 20:01:19","MiningRigRentals","CryptoNightTurtle","BTC","9151.53","30.0179","30.0179","8.0883","0.282","0","1.277","0"
"02/05/2020 03:02:35","02/04/2020 20:02:35","MiningRigRentals","CryptoNightTurtle","BTC","9151.53","29.687","29.687","7.9992","0.279","0","1.263","0"
"02/05/2020 03:03:49","02/04/2020 20:03:49","MiningRigRentals","CryptoNightTurtle","BTC","9151.53","28.9448","28.9448","7.7993","0.272","0","1.232","0"
"02/05/2020 03:05:03","02/04/2020 20:05:03","MiningRigRentals","CryptoNightTurtle","BTC","9151.53","29.1254","29.1254","7.848","0.273","0","1.239","0"
"02/05/2020 03:06:13","02/04/2020 20:06:13","MiningRigRentals","CryptoNightTurtle","BTC","9151.53","27.6245","27.6245","7.4517","0.26","0","1.177","0"
"02/05/2020 03:07:21","02/04/2020 20:07:21","MiningRigRentals","CryptoNightTurtle","BTC","9151.53","26.5549","26.5549","7.1632","0.249","0","1.131","0"
"02/05/2020 03:08:28","02/04/2020 20:08:28","MiningRigRentals","CryptoNightTurtle","BTC","9151.53","25.9137","25.9137","6.9903","0.243","0","1.104","0"
"02/05/2020 03:09:37","02/04/2020 20:09:37","MiningRigRentals","CryptoNightTurtle","BTC","9150","27.0175","27.0175","7.2966","0.254","0","1.151","0"
"02/05/2020 03:10:48","02/04/2020 20:10:48","MiningRigRentals","CryptoNightTurtle","BTC","9150","27.8922","27.8922","7.5328","0.262","0","1.188","0"
"02/05/2020 03:11:58","02/04/2020 20:11:58","MiningRigRentals","CryptoNightTurtle","BTC","9150","27.3901","27.3901","7.3972","0.257","0","1.167","0"
"02/05/2020 03:13:09","02/04/2020 20:13:09","MiningRigRentals","CryptoNightTurtle","BTC","9150","27.9872","27.9872","7.5586","0.263","0","1.192","0"
"02/05/2020 03:14:23","02/04/2020 20:14:23","MiningRigRentals","CryptoNightTurtle","BTC","9150","28.7187","28.7187","7.7561","0.27","0","1.223","0"
"02/05/2020 03:15:33","02/04/2020 20:15:33","MiningRigRentals","CryptoNightTurtle","BTC","9150","27.5486","27.5486","7.4401","0.259","0","1.174","0"
"02/05/2020 03:16:45","02/04/2020 20:16:45","MiningRigRentals","CryptoNightTurtle","BTC","9150","27.9037","27.9037","7.5361","0.262","0","1.189","0"
"02/05/2020 03:17:58","02/04/2020 20:17:58","MiningRigRentals","CryptoNightTurtle","BTC","9150","28.7167","28.7167","7.7556","0.27","0","1.223","0"
"02/05/2020 03:19:11","02/04/2020 20:19:11","MiningRigRentals","CryptoNightTurtle","BTC","9131.21","28.4967","28.4967","7.7124","0.268","0","1.214","0"
"02/05/2020 03:20:31","02/04/2020 20:20:31","MiningRigRentals","CryptoNightTurtle","BTC","9131.21","31.264","31.264","8.4613","0.294","0","1.332","0"
"02/05/2020 03:21:50","02/04/2020 20:21:50","MiningRigRentals","CryptoNightTurtle","BTC","9131.21","30.9329","30.9329","8.3717","0.291","0","1.318","0"
"02/05/2020 03:23:03","02/04/2020 20:23:03","MiningRigRentals","CryptoNightTurtle","BTC","9131.21","28.4231","28.4231","7.6925","0.267","0","1.211","0"
"02/05/2020 03:24:11","02/04/2020 20:24:11","MiningRigRentals","CryptoNightTurtle","BTC","9131.21","26.9641","26.9641","7.2976","0.253","0","1.149","0"
"02/05/2020 03:25:26","02/04/2020 20:25:26","MiningRigRentals","CryptoNightTurtle","BTC","9131.21","29.1427","29.1427","7.8873","0.274","0","1.241","0"
"02/05/2020 03:26:48","02/04/2020 20:26:48","MiningRigRentals","CryptoNightTurtle","BTC","9131.21","32.0448","32.0448","8.6914","0.302","0","1.368","0"
"02/05/2020 03:28:03","02/04/2020 20:28:03","MiningRigRentals","CryptoNightTurtle","BTC","9131.21","29.3434","29.3434","7.9588","0.276","0","1.253","0"
"02/05/2020 03:29:19","02/04/2020 20:29:19","MiningRigRentals","CryptoNightTurtle","BTC","9131.21","29.7418","29.7418","8.0669","0.28","0","1.27","0"
"02/05/2020 03:30:34","02/04/2020 20:30:34","MiningRigRentals","CryptoNightTurtle","BTC","9139.96","29.119","29.119","7.8805","0.274","0","1.243","0"
"02/05/2020 03:31:53","02/04/2020 20:31:53","MiningRigRentals","CryptoNightTurtle","BTC","9139.96","30.7785","30.7785","8.3296","0.29","0","1.314","0"
"02/05/2020 03:33:10","02/04/2020 20:33:10","MiningRigRentals","CryptoNightTurtle","BTC","9139.96","30.2408","30.2408","8.1841","0.285","0","1.291","0"
"02/05/2020 03:34:29","02/04/2020 20:34:29","MiningRigRentals","CryptoNightTurtle","BTC","9139.96","30.6112","30.6112","8.2843","0.288","0","1.307","0"
"02/05/2020 03:35:52","02/04/2020 20:35:52","MiningRigRentals","CryptoNightTurtle","BTC","9139.96","32.5403","32.5403","8.8064","0.306","0","1.389","0"
"02/05/2020 03:37:06","02/04/2020 20:37:06","MiningRigRentals","CryptoNightTurtle","BTC","9139.96","28.7084","28.7084","7.7693","0.27","0","1.226","0"
"02/05/2020 03:38:22","02/04/2020 20:38:22","MiningRigRentals","CryptoNightTurtle","BTC","9139.96","29.7231","29.7231","8.0438","0.28","0","1.269","0"
"02/05/2020 03:39:34","02/04/2020 20:39:34","MiningRigRentals","CryptoNightTurtle","BTC","9150","28.2397","28.2397","7.6357","0.266","0","1.206","0"
"02/05/2020 03:40:46","02/04/2020 20:40:46","MiningRigRentals","CryptoNightTurtle","BTC","9150","28.2917","28.2917","7.6498","0.266","0","1.208","0"
"02/05/2020 03:41:58","02/04/2020 20:41:58","MiningRigRentals","CryptoNightTurtle","BTC","9150","28.0117","28.0117","7.5741","0.264","0","1.196","0"
"02/05/2020 03:43:11","02/04/2020 20:43:11","MiningRigRentals","CryptoNightTurtle","BTC","9159.7","28.529","28.529","7.705","0.269","0","1.218","0"
"02/05/2020 03:44:22","02/04/2020 20:44:22","MiningRigRentals","CryptoNightTurtle","BTC","9159.7","27.5769","27.5769","7.4478","0.26","0","1.177","0"
"02/05/2020 03:45:42","02/04/2020 20:45:42","MiningRigRentals","CryptoNightTurtle","BTC","9159.7","31.3668","31.3668","8.4355","0.294","0","1.333","0"
"02/05/2020 03:46:58","02/04/2020 20:46:58","MiningRigRentals","CryptoNightTurtle","BTC","9159.7","29.7644","29.7644","8.0045","0.279","0","1.265","0"
"02/05/2020 03:48:22","02/04/2020 20:48:22","MiningRigRentals","CryptoNightTurtle","BTC","9159.7","33.0866","33.0866","8.8979","0.31","0","1.407","0"
"02/05/2020 03:49:33","02/04/2020 20:49:33","MiningRigRentals","CryptoNightTurtle","BTC","9150","27.6408","27.6408","7.4497","0.259","0","1.175","0"
"02/05/2020 03:50:55","02/04/2020 20:50:55","MiningRigRentals","CryptoNightTurtle","BTC","9150","32.0956","32.0956","8.6504","0.301","0","1.364","0"
"02/05/2020 03:52:12","02/04/2020 20:52:12","MiningRigRentals","CryptoNightTurtle","BTC","9150","30.2736","30.2736","8.1594","0.284","0","1.287","0"
"02/05/2020 03:53:27","02/04/2020 20:53:27","MiningRigRentals","CryptoNightTurtle","BTC","9150","29.6481","29.6481","7.9907","0.278","0","1.26","0"
